Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,,,
10,XX,B0014J07R2,5,0,0,8-Sep-11,A1AYCHV6NSF3YN,excellent,fastest shipping exellent qualty  easy to use and install product was in excellent condition it was cheaper then ebay i m very happy with purchase,,,
11,XX,B0014J07R2,5,0,0,8-Sep-11,A3TRHVSN8YESKB,Cisco-Linksys WRT54G2 Wireless-G Broadband Router,Cisco-Linksys WRT54G2 Wireless-G Broadband Router  excellent router to extend the signal from the internet at home so that your wifi is extended by all sides,,,
12,XX,B0014J07R2,1,0,0,3-Sep-11,A2X6ABC8M5JP4D,Constant slowdowns and disconnects,I've owned this router for a little over a year and it has given me nothing but grief. At first I thought it was the crappy ISP at my old apartment but after moving to a different place I still get all the same problems. The router frequently experiences slowdown where my connection slows down to a crawl and eventually stops altogether. The only solution I've found to fix this issue is to unplug the router for a couple of seconds and then plug it back in. That usually fixes it for a couple of hours until it starts acting up again.I guess you get what you pay for... Shame cause I used to really like Linksys. Now I'm off to buy a new router and I'm staying as far away from this brand as possible.,,,
13,XX,B0014J07R2,5,0,0,30-Aug-11,A14G3AZAND93VM,Very good and reliable product,"Many people have been writing all kinds of reviews about this Cisco modem on the Amazon,com site. I had read quite a few before I bought it nearly a year ago.  I needed a modem because I was switching to Time-Warner and this is one of three that they recommend to work with their broadband system, Since that time I have had no problems at all. It just works without forcing me to even be aware of it. That's what I call a good prodect!",,,
14,XX,B0014J07R2,1,0,0,27-Aug-11,A4H166RHL0ITT,What a headache for Support!,"Amazon is a great place to purchase products, they price their stock very reasonable and ship quick and their support has always been great.However I purchased this Linksys Router and was having problems, called support (English is not their first language) was told they couldn't help me because this product was out of warranty.  I told them I just purchased it and they said it goes my serial # and couldn't help me.  I thought a company like Cisco would extend the courtesy of how to at least assist for a few minitues of what I was doing wrong.  They made sure to take all my information and they better not use my name or address , email or phone for any reason.  I am so sorry I purchased this Router.",,,
15,XX,B0014J07R2,5,0,0,4-Aug-11,A1JCODVKJW0D3G,Great add-on router for an existing network,"I have a very fast connection from Time Warner and 6 routers (various switches too throughout the house) I have three different brands of routers currently in use: This one (Linksys), Belkin, and Netgear. I think i have 2 netgear routers and one switch, 2 linksys routers and 3 linksys switches, and 2 belkin routers. Out of all of this network gear, i like this router best for wireless. I got this for $1, can't really beat the price.",,,
16,XX,B0014J07R2,2,0,0,19-Jul-11,A13F9YN2DTH4D4,"If you get it for free, then its better than nothing","If you're going to pay for it then I'd keep searching.I am using this router because it's what is available at this place I'm subleasing. I have to cycle power on this thing at least once a day because it loses internet connectivity. It also loses connection with my laptop, 10 feet away with nothing in-between about 2-3 times a day. I'm grateful there is free fast internet for me to use but I wouldn't pay for this router. At home I have a WRT54G Linksys router I've been using nonstop since around 2003 that works wonderfully still. Amazon reviewers are generally generous so if you see a product that has as many bad reviews as good ones then its probably best to avoid unless there is a huge price opportunity and if you're a good sport about reseting routers everyday--its better than nothing at all!",,,
17,XX,B0014J07R2,5,0,0,13-Jul-11,A2MI9M5AM37SR3,Great router,"I have had this Router over a year now, It works great. I stream netflix movies from my wii daily, I also use it to get wifi on my cell and my laptop. Its fast and i have never had a problem with it, Good product. I told my sister about it and she bought one for home, She loves it. Over all a great router, Im going to buy one for a friend.",,,
18,XX,B0014J07R2,1,1,1,12-Jul-11,A1MZOSVC4BD1HQ,Stay away!,"I've had 2 of this model of routers, and both of them have the same problem.  After a period of times (sometimes days, sometimes weeks), they will start dropping wireless connections.  The only solution is to reboot the router.  I have reinstalled the firmware, checked with support, nothing helps.  It has dropped connections to my printer, my laptop with Win 7, and my laptop with XP.  Stay away from this router!!!",,,
19,XX,B0014J07R2,5,0,0,11-Jul-11,A1HZVXFPKU1O9S,Great buy for the money.....,I bought this router for myself and as a christmas gift for my nephew. I cannot say enough about this router; I love it! The directions come on a CD and has a limited support service program that helps you troubleshoot ny issues you might encounter. The customer service representatives were very helpful in helping me to work through all my instllation issues.,,,
20,XX,B0014J07R2,4,0,0,30-Aug-08,A13GE6TO6ETRGB,"Great Router, Bad Software","This is a great router in itself and the look is unmatched(esepcially compared to the ones with the bunny ears), but the software that comes with it is something you can definitely do without. It was constantly interfering with my wireless connection through Windows and it would never stay working. So I finally had to uninstall the router software and that resolved the issue. I wasn't able to delete my Windows wireless connection because I was using a USB wireless router for my desktop so had to delete the software. It works great for my PS3 as well. I recommend this product.",,,
21,XX,B0014J07R2,4,1,1,30-Aug-08,AVLLTWC6AD1GA,Linksys router,"The first thing I liked about this router was the customer support that it provided. Because there was no set-up program for a Mac with the product, I called the support people and was walked through a manual set-up that worked immediately, with no clitches (later I found out that the Linksys website has a set-up software package that can be downloaded to accomplish the same thing.Since then, the router has been performing very well. It provides the maximum amount of download and upload speed that our dsl modem and line will support. So I'm very happy.",,,
22,XX,B0014J07R2,4,1,2,30-Aug-08,A246OG00B0OZDA,Muy buen router para el precio,"El router es muy bueno para lo que cuesta pero no se si sea solo a mi...pero a veces se me pierde la conexion (cuando no hay equipos conectados al router...conecto inalambricamente una laptop, un wii y por cable a una pc) o a veces de repente usando solo la laptop inalambrica y debo desconectarlo, conectar por cable el modem a la laptop, luego cuando agarra conexion, cambio el cable para que ahora vaya del modem al router, del router a la laptop y prendo el router y cuando agarra conexion ya todo funcuona normal...saludos!!",,,
23,XX,B0014J07R2,3,2,4,29-Aug-08,AB95X9ZBK8HP9,Don't Buy for Macs,"I've not got the router set up and all seems to be working, I hope for a long time. So I'm not reporting a router issue, but an installation issue for Macs. The Linksys set-up disk, which apparently is supposed to make set-up a 5-minute process, doesn't work for Macs. But I didn't see that info on the Amazon product description, or on the Linksys support site. And it took 15 mins to get that little detail from the Linksys chat, which asked idiotic questions like 'where are you', a question that is just another nonsensical hurdle when you are trying to load a disk in a computer. The Chat person was totally unhelpful and a waste of time. Finally, I found an installation process on a Mac Forum. But what should have been -- as touted -- a 5-minute exercise took an hour and a half. Mac users, my suggestion is to find a router that promotes itself as Mac ready.",,,
24,XX,B0014J07R2,5,2,2,29-Aug-08,A17TVQPLY3IKC,"plug and play... easy to install, easy to use","i'm not the most tech-savvy individual. That being said, i'm highly satisfied with this product.It works extremely well, and is VERY easy to set up and use. It has provided me with several months of uninterrupted, reliable wireless internet.I've even used this for multiple computers at the same time. Works brilliantly. Highly recommended.",,,
25,XX,B0014J07R2,1,24,26,29-Aug-08,A2GVHICIIZ22TS,Constant re-boot required,I've had this router for two months and had nothing but problems.  It randomly looses it's ip connection to my cable modem and then takes forever to find it again. Based on the mixed feedback I see on this site I suspect it's a production defect that only affects certain routers as I see both very good and very bad ratings.  You're taking a risk buying this router.  I won't buy it again!,,,
26,XX,B0014J07R2,5,0,0,29-Aug-08,A2QPAYWNH55APD,Linksys Wireless router,"Tremendous wireless ! Easy to install, easy to use, very good transmition speed and no problems until now. I got the product one month ago and no problems.Regards.",,,
27,XX,B0014J07R2,5,0,0,29-Aug-08,A1J8LELFG8O8BQ,Very good router,The router performed perfectly out of the box.  I changed several settings to match my network and security settings and all works well.I use this in my home office.  I work from home and depend heavily on it.  It just works great!I would highly recommend this router.,,,
28,XX,B0014J07R2,3,0,0,29-Aug-08,A3GLV75V3EIBYF,Link,This was a little tricky to set up as opposed to our older Linksy's model.But it did solve the problem of power inter-ruptions causing us to reset the old Linksys everytime. What a pain that was. My wife is still trying to get the system to accept our other wireless computers.,,,
29,XX,B0014J07R2,5,2,2,29-Aug-08,A1SQS469WZ67JD,Buy this router!,Following the instructions and using the install CD I was able to set this up in a matter of minutes. We have one desktop and 2 notebooks linked to our cable modem. We get great response time with all on the internet at once. Super item for a great price.,,,
30,XX,B0014J07R2,5,0,0,28-Aug-08,AH5YR3QOY3MWZ,Looks good and performs well,This router is not just a pretty box. The signal strength is strong and reliable.The only trouble I had was getting it to work with my ancient Verizon DSL modem. In the end I had to chain this router to my old router. My guess is that this is an issue with the modem rather than the WRT54G2.Also impressive are the number of options on the router. Everything from advanced filtering to load balancing.Definitely good value for money.,,,
31,XX,B0014J07R2,1,0,1,28-Aug-08,A10LALVHCBCLRI,Failed within a month.,"This router was nothing but trouble.  The software it came with was spotty and I had to go through all sorts of headaches to reconnect to the network.  Finally removed it and had Windows Wireless Zero Config run the connection.  Then it prevented me from seeing my other work stations wirelessly, but allowed it wired.  The customer service agent had me change all these settings (via online chat) to reset the router and the whole system went down.  I tried to reset to factory settings and reinstall, but the software couldn't do it.  I finally junked it and bought a netgear router, which is working flawlessly.",,,
32,XX,B0014J07R2,5,0,0,28-Aug-08,A2VQUH4U7UJUWS,Amazing!,This little router is amazing! The set-up on my PC was difficult for me to do on my own because my IE's configuration was muddled. I called the 24-hour hotline and I was pleasantly surprised with the quality of help I received. The tech stayed with me for over 45 minutes until the problem was solved. She was wonderfully helpful and I recommend this product not only for its quality but also for the customer service.,,,
33,XX,B0014J07R2,1,0,2,28-Aug-08,A32Q1ESYCJRGH2,Avoidable,"Setup didn't work with Vista. After 3+ hours on call with tech support from India, they told me the router was faulty. I had to call Amazon.com: share my story to request a replacement. Received the replacement within 3 days & the second one didn't work either.I had to cancel the entire order. I recommend this product as Avoidable.",,,
34,XX,B0014J07R2,5,0,0,27-Aug-08,A16OYQ67UIO596,No complaints here,"I purchased the Linksys router as a replacement for my Netgear router that needed to constantly be reset in order to maintain a wireless connection.  Since setting up this router, I haven't had to reset it at all (by comparison, I was resetting the Netgear router almost daily and sometimes multiple times per day).  The setup was easy and quick.",,,
35,XX,B0014J07R2,1,2,5,26-Aug-08,AOW82PYH5TNOP,"Broke quickly, and not so great when it worked","I bought this at WalMart.  It was fairly easy to install, but didn't ever work that well, with frequent times that it didn't seem to recognize my internet connection.  Many times, watching netflix on my laptop or something, it would just go out, and I'd have to reboot or reestablish the connection, etc.  After about 3 weeks of use, it pooped out altogether, and the internet light won't come on at all.  There's a warranty, but in order to get them to send me a new one, they require putting a hold on my credit card, which I think is annoying, and I'm not sure I really want another one anyway.  Maybe I just got a defective one, but it was a great disappointment.  I used to have one that came with my verizon service, and it NEVER failed to work, so after having completely consistent service, going to service you could never count on, and then none at all has been a TOTAL DRAG and a waste of time and money.",,,
36,XX,B0014J07R2,5,0,0,26-Aug-08,ALU9YRZ4Z9JJI,Fast and Easy,"Setup was quick, and the added encryption strength does not seem to slow down the connection speed.",,,
37,XX,B0014J07R2,5,1,1,25-Aug-08,A47IN7R6NN2UB,"Need a simple to set-up, nice looking router? this will do it","Got my home network cranking, with 100% strength to my PS3, and laptops anywhere in the house. Took 5 mins to set up with password protection. Great buy for the average joe.",,,
38,XX,B0014J07R2,4,0,0,23-Aug-08,AHVBQZG9L472V,"Easy, Easy, Easy",This was my first wireless router and it works great.  It was extremely easy to set up.  All I did was pop the disk in and it took about 5 minutes to set-up.  Which was a pleasant surprise because I run a Mac G5.  Shortly after I got the G5 up and running my MacBook and Ipod Touch took even less time to set-up.  The reason I am giving this a 4 out of 5 is because I have not gotten my Wii running on it yet.  Note I have only spent about 5 minutes trying to get the Wii to work with it.  I have read that this router can be finicky with the Wii.  I would recomend this router to anyone who wants and easy WiFi solution.,,,
39,XX,B0014J07R2,5,6,6,20-Aug-08,A2K9CY6ZOVW5L,Great router once you get it set up,"I purchased this router to replace my WRT54G which died after 5 years of continuous use.  Considering the performance of my previous Linksys, going w/ their product again was a simple decision.  I stuck w/ wireless-G because  there is little to no feedback suggesting wireless-n technology increases performance.  Plus, I hoped I would have no trouble configuring my router sticking w/ a similar product.I have AT&T's express DSL service w/ up to 1.5 Mbps downstream.  I while my connection speed may not be blazing, I'm quite happy w/ the performance for my home use.  I notice no drop in speed using my Linksys wireless vs. direct ethernet connection.I was pleasantly surprised to find my signal range was slightly greater than my previous router.  I only say this as I tend to get better signal quality at my laptop.  I cannot offer any specs or 'scientific proof,' just my casual observation.I notice a lot of people complain about setup.  I spent around 2 1/2 hrs setting my network up, but it probably had more to do w/ my lack of computer savvy than the Linksys product.  Initially, I followed along w/ the included CD setting up the router using my laptop (Windows based).  My fatal error came when I decided to use WPA encryption - higher security, why not?  Well, the CD warns that older computers (hence my laptop) may not be compatible w/ WPA.  Had no problem connecting our iMac; the included instructions were easy to follow and worked beautifully.  When I went to connect my laptop, trouble ensued and I really made a mess of things BFG'ing my way through fixing it.  I finally configured for WEP encryption - the same I had w/ my previous router - and things are now copasetic.Bottom line, I am very pleased w/ Linksys wireless-g routers.  I probably would have had no setup problems if I had paid closer attention to the instructions.  Either way, I highly recommend this product.",,,
40,XX,B0014J07R2,5,1,1,15-Aug-08,ATAG4H44QO9CW,Perfect and compact,"The router is incredibly easy to set up and does most of the configuring for you.  It also has no antennas to determine its place in a room.  I have it on a very small shelf on top of my DVD player and it works perfectly.  Essentially, it take up no space and runs very nicely.  The speed is fine and the signal I have is always very strong (then again, i'm never more than 10' from it).",,,
41,XX,B0014J07R2,5,0,0,14-Aug-08,A3RW26R3L0FGWO,works great,Great little router. It is smaller and sleeker than the traditional Linksys routers. Works great.,,,
42,XX,B0014J07R2,5,1,1,14-Aug-08,A2217Y65JWR4H1,"Great router, better than the original WRT54G","Works really well, don't have a huge house, but the router gives a nice range, haven't had any problems anywhere in my house.  I upgraded from the original blue WRT54G, which I loved, but think the G2 is a little better.",,,
43,XX,B0014J07R2,5,0,0,14-Aug-08,A28Z0CU9LR7GCD,So far.. I love it!!,"Very easy to install and works great!Size is ok.. not too big.. Normal size as other router...Also, I like how it look..",,,
44,XX,B0014J07R2,5,1,1,11-Aug-08,A2FPC1GFVUL4AU,Great Router Great Price,"Bought this router for under $50. Unlike another reviewer this router worked with my older Speedstream 4100 modem.  It took me less than 10 minutes to set it up. I currently have a desktop computer wired directly to it, an xbox 360 wirelessly hooked up, and I use it for wifi on my ipod touch.  All work flawlessly.  Great signal throughout my two story house and outside of my house too.  Highly recommend it for anyone that wants to get a quality wireless network for little money.",,,
45,XX,B0014J07R2,5,0,0,11-Aug-08,AANU170IEBJ47,"Easy to set-up, works great!","To keep this short and simple...1) This is an easy to set up router. Put the included CD in and follow the directions. This should take you maybe 5-10 minutes and isn't anything that should be confusing.2) The range on this is great, especially when you consider that the antennas are inside. I am one floor up and a few rooms away and get 3-4 bars of connection which is good enough for broadband.3) There are LOTS of features you can play with. I am a techie, but I don't mess with the advance settings as many are above my head.4) The reason I bought this was to get an 'open NAT' for my Xbox 360. It now works perfectly, and any bit torrent or sharing program will connect automatically.Thumbs up! One slick little router.",,,
46,XX,B0014J07R2,5,0,0,11-Aug-08,AGOEVYHKSNPOR,Exceptional performance for a great price!,"Though this was my first wireless router, it only took me about 10 minutes to set it up. After it was up and running, I was amazed at the range this little router had! I have full bars all over my house, even though the router is in our office which is in the corner of the house. The service is blazing fast, and the signal is never lost. Linksis is a great product that I will be sticking with for a long time!",,,
47,XX,B0014J07R2,5,0,0,9-Aug-08,A116RAM2UDJUM6,It works Great!,"This router works perfectly.  It was almost as easy to install as the product description stated. If you follow the directions carefully, there's no problem. I've had it month now and no problems anywhere in the house.",,,
48,XX,B0014J07R2,3,255,262,9-Aug-08,A3AYUOSC92IJYO,Great product - if only the DHCP server didn't have problems and it was hard to get support from the linksys forums,"I have to say that I have come to like the WRT54G2 a lot.Works very well with my PC, my fianc&eacute;'s Mac, a Playstation3, a wired multiuse printer/fax/copier and the standard cable modem RCN provided.Configuration was quick and easy and I had no problems in that regard.My only complain with this product is the fact that the DHCP server has problems after a while. If you leave a PC/device on for too much time, it will 'lose' it's IP address and there is no way around the issue other than rebooting / power cycling router and affected devices. It doesn't happen too often so it's not a major issue, but I would have appreciated the linksys forums to be more supportive of my post on this issue - as they really have not been.So 5 stars for product design, features and ease of use- 1 star for DHCP server flaw- 1 star for poor product support= 3 stars",,,
50,XX,B0014J07R2,4,0,0,9-Aug-08,A31FE5LYQVWBWL,"Works well.  Looks good, too.","Wanted to go wireless (finally) so upgraded to the WRT54G2 router.  Had some setup difficulties, but probably due to the fact that I was replacing an old linksys router.  Once I adjusted the IP addresses and network names, it worked fine.  Online interface is very easy to works with.  Strong security is a real plus.  Range is good - I get strong signals all over the house.  Works great with the Wii as well!  First router I've had that I haven't felt compelled to hide behind a desk or sofa.  It actually looks decent!",,,
51,XX,B0014J07R2,5,0,0,9-Aug-08,A3C7CKCFDYQN6L,Extremely easy to install,Included disk makes installation about as simple as it gets.  The company provides several kinds of support. I used this product in a cascade (connecting two routers to support two networks). Online chat went over to India and was a bit frustrating and non-productive.  Direct 800# support was unbelievably helpful. My system uses Vista Home Premium.,,,
52,XX,B0014J07R2,5,0,1,8-Aug-08,ATCE263TYU981,Review of Linksys WRT54G2,This product is great. I powered it up and and plugged it in and it set itself up.,,,
53,XX,B0014J07R2,4,0,0,8-Aug-08,A11MYT4YBVBOGQ,Very nice wireless,Very nice wireless i bought to use it with my PS3 wirelessly and work perfectly.,,,
54,XX,B0014J07R2,5,0,0,8-Aug-08,A19H4UC67RKZD6,"Sleek, strong, and easy to setup","This Linksys is the best one I have purchased.  Easy to setup and worth the money.  One thing, make sure you adjust it away from speakers or other devices if you hear clicking in your speakers.",,,
55,XX,B0014J07R2,4,0,0,6-Aug-08,A3UNPDOS40TSF1,Don't fear.. UPGRADE,"As someone who has two laptops and a wii.. i need my wireless to be consistent.I purchased this newer model because my old one flat out died on me (WRT54G I think). It was the older blue box w/ the two rabbit ears.When I saw this one, I read about how it had no rabbit ears and some voiced concern about it not being as strong of a signal.I found that does not seem to affect this item at all.. AND.. it's nice, sleek and blends in well with the decor of my place vs. the old bright blue w/ bunny ears.I highly recommend.",,,
56,XX,B0014J07R2,5,0,0,5-Aug-08,A2KAQNY3K8V42M,Easy setup.  Works great,I am happy with this product. It was very easy to set up. I had my laptop online in less than 30 minutes.,,,
57,XX,B0014J07R2,3,3,4,4-Aug-08,A28T9PY2K7QQL0,"Easy set up, but very limited range","Set up was very easy, but I have been very disappointed with the severely limited range.  I'll be sending it back.",,,
58,XX,B0014J07R2,4,0,0,4-Aug-08,A31W69INMQCKGT,wireless router -great value for money,"I am very satisfied with this product. Cheap,works just great, very easy to install, and comes with a full refund if not satisfied.would highly recommend it.",,,
59,XX,B0014J07R2,5,0,0,3-Aug-08,A2T7TYB0MLCE6R,Excellent product,"I have been using this router for almost a month now. The initial setup was pretty straightforward, but it worked only when I had a working Internet connection. After that, I haven't had to restart, reset or handle the router in any way. The Internet connection seems to be working fine too, so I guess the router is doing its job well so far.",,,
60,XX,B0014J07R2,5,0,0,2-Aug-08,A23KN0L6VZ1AOV,"Excellent product, great service!","This is a great product!  it's one of the best routers I've ever worked with, and it never ceases to amaze!  Thanks for a great product!",,,
61,XX,B0014J07R2,4,0,0,2-Aug-08,A35NVWMTGXZ27T,Recommended: Linksys WRT54G2 Router,"Its a fine router by Linksys with easy set up. I've had it for over a month now and there have been no problems. My issues with Linksys home routers are its life span. They claim over 3 years, but my last two have been 15 and 18months. I had an outage and had to reset or update my router. Since the easy initial steps to reset didn't work and I do not speak 'router lingo', I went out and just a got a new one. I would not be ordering this product nor writing this product review if the router lasted.",,,
62,XX,B0014J07R2,4,2,3,1-Aug-08,AW7IT8JFN7RD8,Simple to set up and get going.,I had very little problems with the set up and was connected pretty quickly.  My only problem was a small one and had to do with a setting I had to change on my computer.The router was a breeze.,,,
63,XX,B0014J07R2,1,2,16,30-Jul-08,A1WHY3H3V776N5,worst customer support ever,I'm an hour and a half into customer support and it still isn't working.  You would think that a someone in customer support would have encountered a static IP at some point in the past.,,,
64,XX,B0014J07R2,5,0,0,30-Jul-08,A3QJS48PHZ5YU1,"Sleek Design, Easy to Install",The Linksys router was true plug and play. Plugged it in and it was running like a champ. Included software made linking to laptop a breeze. I like the internal antenna. Have had problems with previuos models where the antenna becomes loose very quickly. That will not be a problem with this model. Very pleased with both price and performance.,,,
65,XX,B0014J07R2,5,0,0,29-Jul-08,A1NBVIZPOJAC5J,easy setup  and config,"If your looking for a basically plug and play router this is it. Plug it in and plug your computer into one of the hard wired port and use the 198.167.1. configuration. It is easy to MAC filter to specify which computers you allow on your network. There are also Parental Controls which can limit the times and allowed sites, ie. No Adult sites.",,,
66,XX,B0014J07R2,5,1,1,29-Jul-08,A13SAJIIX282DW,Works Great!,"So far so good.  I have had it for a month so far and hook up was pretty simple.  I was able to hook up my desktop, laptop, Xbox, and WII with no problems.  No matter where I go in the house with my laptop I always have a strong signal.  Its small and sleek so its not an eye sore like some other routers",,,
67,XX,B0014J07R2,5,0,0,29-Jul-08,A2LHQRIUKC1T0C,Idiot Proof,Hook up router. Put in the cd. Start the program. Set passwords and Go! No B.S. No problems. I now have coverage throughout my home with very fast access speeds. No dropped events and encryption is working great. I can even log on in my neighbors basement!!!! :o) Great product. My sons and I play COD 4 and do not find it lagging at all when all three online at once.,,,
68,XX,B0014J07R2,1,9,20,29-Jul-08,A3Q1CZ1LI7UDQP,BitTorrent = no!,"Like all linksys 'cheap' routers, this is great and easy to use and all that jazz and deserves its stars. However, if you use BitTorrent for anything and/or need a lot of connections (you know, like if you play World of Warcraft and like to use the default method of downloading patches) *skip* this router. It can not deal with a high number of connections! Maybe this is something that can be fixed with 3rd party firmware, but out of the box using BitTorrent will choke this router.",,,
69,XX,B0014J07R2,4,1,1,28-Jul-08,AEZ9TWBWUFFPI,Works good.,"Router works as needed. However if you don't have XP or Vista, then you'll need to manually configure. Which is okay, but seems like Linksys was rather lazy. If you don't want to put it on the CD, then at least put it up on the website. I'm sure that it doesn't take that long to dev. a install program for ME, and 98.Why does every company try to push us toward Vista???",,,
70,XX,B0014J07R2,1,1,6,24-Jul-08,ABQVJ5ESZWYWP,Don't buy it. You will regret it.,"The purchase of this router is a mistake. I am much better off if I continue using Netgear even though it is a little slow. I have called the technical support several times. The problem still exists. I have to change channel every time I turn on the modem and desktop. Otherwise, the wireless network can not be detected. It is such a pain. Avoid it!!!!",,,
71,XX,B0014J07R2,1,2,8,24-Jul-08,A2CPTE5DEA4VQG,GOOD BUT NOT SO GOOD,"Honestly, this is a wonderful router. Works efficiently. But it just stopped working after about a month.For the amount I paid ($50), the life span of the product was atrocious and pathetic.MY ADVISE: just get the router from your internet service provider. In the long run, you are saving more. Trust me, I tried shortcuts...but in the end I paid more and eventually had to buy one from my Internet service provider (ATT)",,,
72,XX,B0014J07R2,5,0,0,23-Jul-08,AMVOZ5D1DTG2X,Very simple to configure,This took me less than 5 mins to set up. And I get very good range in both floors of my house. Plus it looks good without the antennas.,,,
73,XX,B0014J07R2,5,0,0,22-Jul-08,A22BIITH4CEGNZ,Easy to step-up and use...,"The item worked well right out of the box.  Very easy set-up.  Was able to connect to my laptop with a strong wireless signal within literally a minute or two.  I got this item as a gift for my friend.  It seems to work better then the Buffalo AirStation router I have at home. Recommend this product to both those that are computer sharp, and those with little or no computer expertise. Plus the price is perfect.",,,
