Sentiment	Sentence
0	It is only good for a landfill.
0	I got slower download speeds from this router than when I bypassed it and connected directly through my dsl modem.
0	After about a year the thing started to fail.
0	"It was out of warranty by 4 (yes, four) days and they refused to do anything about it."
0	there is a reason this router has so many 1 star ratings.
0	"As for Ciscos customer service, its not really a service at all."
0	"Over several days trying to install the router (both on Mac and Windows) without ever getting to the point where the installation could find the router, I called Linksys tech support."
0	After two hours on the phone with a technician and providing access by the technician to my computer there was still no way that the router could be installed with the software provided with the router
0	"Disconnecting every 10 minutes, and I had to restart the router every time."
0	"The problem was solved for a year, then started again."
0	"I called them again, this time they asked for $15 to fix the problem."
0	"I rejected the offer, since I had to pay them $15 every year to fix the problem."
0	"This router is the worst router I had, I bought it for almost $100CAD, but it was not worth a penny.+ had a good range.- disc every 10 minute, you have to pay Cisco to get the instruction to solve the issue (they may resolve it for a year, then you have to contact them again, and again), too expensive"
0	"Not Recommended at all, since you have to spend money on it every year."
0	"However, I was getting Cannot connect to WRT160N with WPA errors on two separate Windows 7 laptop machines located within a very strong signal strength distance."
0	"I spent considerable time looking through the manufacturers support forum and found some complex instructions that had me changing beacon thresholds, fragmentation thresholds, and RTS thresholds."
0	"However, the connections would intermittently drop and then have trouble reconnecting"
0	"After a while, I gave up this WRT160N and purchased a cheaper device from a competitor."
0	"In summary, the Cisco-Linksys WRT160N was a waste of my time and money."
0	The big problem is with its DNS caching.
0	This was never fixed in the latest firmware and continues to be an issue
0	There is no way to configure the router not to set itself as the first DNS server when using DHCP.
0	Whats frustrating is that this has been a known issue for this router for many years and Linksys/Cisco do not appear to be willing to do anything about it
0	"There are better routers out there for similar money that wont have these same issues, though."
0	Linksys offers a 90 day warranty when others only offer a 30 day warranty and their quality control seems to be very good.
0	"Unfortunately it comes with an odd but very serious problem--ignored by Cisco--where it will randomly redirect your request to Facebook to MySpace, Google to Wikipedia, etc"
0	This router messes those up with regularity.
0	While its amusing at first--hey Facebook is now MySpace--this is a serious security issue.
0	If the router chooses to redirect Google to a site that looks just like Google--but is controlled by a third-party--you could enter your username and password into that third partys system.
0	The third party could then use those credentials to access your account.
0	Imagine if that happened with your Amazon account?
0	"Or your bank?There is a two-year old thread on Ciscos site about this, with no solution (Google WRT160N dns).This is unacceptable in a product from a major vendor."
0	"I made the mistake of buying this router, but you should not."
0	Do not buy this router.
0	Our problems began almost immediately.
0	"If we tried to connect a second laptop, the router would usually drop the the first connection."
0	Sometimes we would have to resort rebooting one or both computers.
0	"It made no difference how we attempted to configure the network, one or both computers connected wirelessly or through the wired ports, we could not count on having both machines connected to the internet through the router at the same time"
0	We experienced the same problem whenever anyone in our neighborhood turned on their network.
0	"Whenever a neighbor did that, our router immediately forgot who it was and what it was supposed to be doing, and required a power reset"
0	Quite often the router would not let my wife connect to her Facebook account.
0	"If we connected her machine to our cable modem directly, she would have no problems"
0	Watching online videos was another hit or miss proposition.
0	"Very often, we could watch 10 to 20 minutes of videos, before the router stopped functioning, and we would have to perform a power rest"
0	Customer support was problematic.
0	I have a hearing disability and understanding anyone with a heavy accent (read offshore) is very difficult
0	This is a router that never should have come to market
0	I strongly suggest you do not purchase this router and I would have strong reservations about purchasing any home or small business router made by Cisco.
0	But wireless is not so good.
0	"My main machine is wired, and connects just fine, but I have had nothing but trouble from this router when trying to connect laptops wirelessly -- three different laptops, three separate occasions -- even when using its installer via USB drive."
0	"Signal strength can be medium to poor, with the laptop only inches away from the router, and throughput is horrible."
0	"Before you purchase this item, please be aware that this router has been shown to redirect users to random websites (e"
0	I WOULD NOT buy this router unless you are prepared to invest time dealing with the inconvenience (and potential danger)arising from this redirection problem.
0	The specs should say the range of the router but this is where its not so good if you live in a two story house or a large single story one.
0	If I use my pc on the kitchen or further I notice my signal drops by half.
0	"As you can read, the range is not so good."
0	"And then, it began to have disconnection problem first once a day."
0	And the disconnection problem frequency increased every week.
0	Now it is more disconnected than it is connected to the web.
0	Every time the disconnection happens I have to unplug the power adapter from the power outlet and wait several minutes till its cool down
0	"If you are looking for a reliable router, I would definitely not recommend this one."
0	This is where things started to go wrong.
0	"However, when I connect through the Linksys WRT160N router, the connection speed degrades throughout the day to 4 Mps."
0	They did not offer to help me upgrade the firmware.
0	I am not sure I will stick with Linksys.
0	"SO, I follow the router CD installation instructions, attempted a network repair using their crummy software utility, disabled the software firewall on my PC, performed a firmware upgrade, did the DD-WRT thing as well, you name it, I tried it!"
0	"After about 3.5 hours, I was so put off, I took the router outside and put a hammer through it and proceeded to tossed it - in the garbage!"
0	Please do not waste your time and $$$ on this piece of junk.
0	My biggest complaint about the router is its advertised insistence that set-up was a piece of cake.
0	Nope it was not.
0	"It should have been, but was not."
0	Called Linksys/Cisco tech support -- the representative had no interest in really helping.
0	"The Linksys rep should have done what our network engineer friend did, but he either was not allowed to, did not know how to, or did not want to."
0	And that to me is very disconcerting.
0	Linksys support is nothing like it used to be.
0	"I managed to establish a wireless connection, but could not maintain it for any extended period of time."
0	It would even drop connection in the next room after a few minutes.
0	"This is where the nightmare began..My laptop (a 15 Macbook Pro from 2008; Ive never had problems connecting to any other wireless networks before) detected the network at full strength but refused to connect, and consistently displayed connection failed or connection timeout errors."
0	"I flashed DD-WRT onto the router, but that did not help anything."
0	"For reference, my laptop was sitting RIGHT NEXT TO THE ROUTER on my desk"
0	"At this point I was wondering if it was a problem with my laptop, so I borrowed a friends and tried connecting from there."
0	"At first, his laptop would not even detect the network from the next room."
0	"After moving it closer, it just gave the same error messages I was receiving."
0	"From my experience with the WRT-160Nv3, I conclude that it may make a decent network router if you plan on only using ethernet (for 50 bucks its hardly worth it), but it makes a downright terrible wireless router."
0	Seriously.. the wireless part did not even work.
0	"This was a major disappointment, as Ive had great experiences with all the Cisco/Linksys products Ive used in the past."
0	"Please, do not even consider buying this product unless you are a glutton for punishment."
0	"Linksys KNOWS the firmware inside is flawed, and they are not making any efforts to fix it."
0	You will have multiple sites that occasionally will not load.
0	You will have multiple sites that will be mysteriously re-directed to other pages.
0	The easy solution to these problems is to not buy this router.
0	"When I am able, I just bypass the router and let it sit unused."
0	its a good product but i wish it had a stronger out put or signal my netbook could reach better.
0	"Did all the instructions implied,but no success."
0	"Every once in a while I do have to unplug it for a quick reset though, because my computers wont be able to connect for some unknown reason."
0	"My regret comes in that I was hoping this would improve the speed of my network enough for streaming HD Netflix movies to my XBOX without interruption, which it alone does not."
0	"The speed now is good enough to broadcast HD, but interference causes it to adjust down to lower resolution."
0	Its a bit annoying
0	"It just randomly dropped the connection, and I mean in intervals of minutes or hours, not days, so I returned it."
0	"Be careful with N technology, it seems a bit buggy on the receiving end."
0	"If you want to stream HD and/or have more than basic surfing needs, probably best to pay for the dual band N routers for dedicated channels instead of this basic version."
0	This router has an issue where it does not resolve DNS correctly.
0	"I was a HUGE Linksys fan, but now I will avoiding them."
0	Could not get it working at all even after several calls to support.
0	It would never get an internet connection from my Comcast modem.
0	Ended up returning it and getting a Belkin from Costco with similar specs and it worked without any hitches.
0	The only (minor) criticism I have concerns the styling which means the router takes up more space than it should and cannot be stacked.
0	"I called your technical support line and spoke to someone, which was nearly impossible to understand, for over an hour."
0	He did not know what he was doing and at one point wanted me to PAY him to remote access my computer to install the router.
0	Obviously its not my fault that the required information needed to install the router was not included in the package so its not my responsibility to pay for services that would not have been required had the information been provided to me in the first place.
0	Finally I was able to get him to understand that I would install the router all I needed from him was the information not provided in the packaging.
0	Now 1 year later the router stops working.
0	No rhyme or reason just stops!
0	"Again I call customer support and now I am told that I am out of warranty so I will have to pay for technical support or go online, which is impossible due to the fact that the router is broken."
0	The women I spoke to was absolutely rude and repeatedly tried to pass the blame onto me.
0	Saying there must have been a power outage and if I would have used a surge protector...Which I do by the way and I havent had a power outage.
0	And if I had you are telling me that your products fail when there is an outage and now its my responsibility to pay to fix your defective equipment?
0	I told her I wanted to speak to a supervisor and was told that was not going to happen.
0	You need some changes to customer/technical support.
0	They clearly are not helping you maintain customers.
0	I am having trouble understanding how a router is working one day and just broken the next and clearly so does your staff as they repeatedly place blame on the consumer.
0	I have never been more frustrated and disappointed with a company.
0	I would not recommend this product or any other from this manufacturer.
0	Complete failure as far as your customer service and technical support are concerned.
1	This router works well... most of the time.
1	This is a great router and worked without hassle.
1	The software made it easy and it has the regular amount of control you would expect from a router now a days.
1	It works so well that I forgot about it.
1	I did not touch it for over a year and only then because I moved.
1	One of them worked perfectly and the other did not work at all and as they were purchased from an unauthorized dealer there was no warranty.
1	"After 1 month the working one still works great, but I had to purchase another of these routers to replace the broken one"
1	"This is the first time I have had an issue about an non-working product so I would not use that to deter your purchasing the item, because overall (if they work) they work very well"
1	A good item.
1	We hooked it up and it simplified all the cords and hookups on my computer.
1	Satisfied with this computer gadget.
1	I set this router up for a small business and it works great.
1	"Fast, secure, and reliable."
1	"easy install, so far it seems to be matching the performance that was described."
1	"Easy set-up simply put the disk in, follow directions, print the encryption code and connect!"
1	"The range is exceptional, especially in our large home with all the supported electronic devices (laptop, tablet, printers and PC)!"
1	This is a great router for the money.
1	I now use the older brother as a wireless bridge to my Linux cluster in the basement and my wife is very happy about not having a network cable running across the kitchen floor to the basement anymore.
1	"If you have problems with this router, return it and get a new one."
1	"When you make thousands of something, there is bound to be a few getting past QC with a flaw or two."
1	Just get your new one and enjoy.
1	It was a decent router while I had it.
1	Easy set-up and decent WiFi for my basic needs.
1	"It was great for computers, laptops, and printers, but other devices, not so much."
1	"If you just need a basic WiFi for 1 - 2 computers (no tablets, smart phones, printers, Netflix, etc.), it would probably work fine."
1	I now have a much superior Apple Extreme Airport router.
1	Ive bought and installed 3 of these over the past 2 years.
1	"The first I bought for my home 2 years ago, the second I ordered and installed for a friend who wanted one like mine, and the third I ordered and installed a week ago for a family member"
1	"Now after the update, its simple and works every single time."
1	It was easy to install and has worked great so far.
1	The price was excellent as we shopped around before looking at Amazon.
1	I think Amazon has great prices on everything we have bought from you!
1	I would recommend this to anyone looking to buy a router and looking for a great price!
1	He suggested wireless because of the size of our home and said anything by Cisco-Linksys he highly recommended.
1	The system is now up and running and working beautifully - thanks to Cisco-Linksys WRT160N Wireless-N Broadband Router
1	"Good price, good product!"
1	This router was easy to set up and configure to my home network needs.
1	"However, after about a year, the router has become unstable and randomly freezes."
1	Worked okay (but not great) for about a year.
1	I really enjoy the Cisco-Linksys WRT160N Wireless-N Broadband Router.
1	It allows my family and I to move throughout our home without having to be connected to a main hub and ethernet cords.
1	"Also, the delivery of the router from misskrs777 was very prompt."
1	But I must say it was a breeze to setup the WRT160N Version 3 it took me less than 5 minutes.
1	The linksys device is a very good device.
1	I like the security feathers on my device and my network.
1	One of the feather I like is the network magic.
1	It makes you see who are the intruders on your network and when they have connected to your network.
1	You can remove the and block from connecting to your network again.
1	Another feather is the test your speed system.
1	Which help you test your upload and down speeds.
1	Also you can test the speed in your area too.
1	The linksys makes it so easy to monitor your network anytime.
1	it is easy to install and setup.
1	I have had great luck with all my other linksys items.
1	"So I flashed it with the free firmware from dd-wrt, and its suddenly been working for one year now"
