Num	Sentence	Sentiment
157	instructions are poor and the shareware is only good for a 10 day trial	0
158	This router simply cannot handle a Mac and a PC connected simultaneously.	0
159	"And if it does not, network speed is ATROCIOUS."	0
160	I think quite a few people had this problem (I have v3).	0
161	"It worked a bit better when computers of the same operating system were connected, but it would still crash occasionally."	0
162	I tried to contact customer support and they were utterly useless.	0
163	Made me send my model number three times and gave me canned responses.	0
164	DO NOT BUY THIS.	0
165	"Like others, Ive had many problems with the router."	0
166	"I was hoping that going to DD-WRT would make things better (I was not afraid to dabble in that), but unfortunately it just lead to more headaches."	0
167	"Ive decided to ditch this router and go with something newer ... looks like there are N-routers that are just as cheap, and hopefully they wont be as problematic."	0
168	Immediately upon using this router we started having Invalid URL problems on our wireless laptop and computer.	0
169	I  called Linksys while it was still covered under warranty and  complained of invalid URLs.	0
170	"They pointed the blame to the router, my new computer, etc., until the router was out of warranty."	0
171	"The invalid URLs were so bad ~ I could not use the web, mail, the laptop, or main computer .."	0
172	I finally had to connect the computer directly into the modem and threw away this horrible router.	0
173	This device out of the box for me was a pain.	0
174	I could hardly connect any of my devices easily and connections often dropped and froze.	0
175	I was to the point where I was just going to return the product and give up.	0
176	I found out that the hardware in the device is not to blame but it was the firmware that has many issues and limited compatibility	0
177	NOTE: v2.0 is not supported.4.	0
178	I had some difficulty at first because i had a router set up already but once I figured out what I was doing wrong it has been working just fine.	0
179	"After way too much time, I discovered that the hardware can do the job, but the firmware it is running from Linksys wont allow it."	0
180	"Even as a techie, this was way more than I had bargained for and took way too long."	0
181	"Why build a product that has built in features, only to cripple it to have less capability?"	0
182	So in the end the hardware might be 5 stars but the firmware only 1 star.	0
183	"But I get a TON of DNS problems, and have to reset the adapter constantly."	0
184	Do not buy this POS.	0
185	"I found I could only run in B-G mode without recycling it at least once a day, otherwise it dropped all connections and failed to respond."	0
186	Today it stopped making the handshake to my old Motorola cable-modem.	0
187	"Modem is fine, bypassing the router worked, so then I checked the router."	0
188	"Would not handshake the modem, even after a complete reset."	0
189	"It took me two complete evenings to set it up for connection to iMac, iBook, XP and iPad."	0
190	"In the end, the link is keeping dropping, and extremely slow."	0
191	"I must say the router was awfully made, i am wondering where is the drive to excellence spirit in cisco nowadays?"	0
192	"I installed it in just a couple of clicks, it has a bug trying to get the connection the first time but I think it was the Windows OS"	0
193	"It worked OK for 6 months, then it started to have troubles switching on:lights just blinked forever unless I re-connect power"	0
194	"I installed the latest firmware, but the start-up problem did not go away"	0
195	Instead I started to have troubles with wireless connection from my laptops	0
196	The customer support chat told me that I could not get free chat support because the item is no longer under warranty.	0
197	They want $29.95 to help fix the problem.	0
198	I will never buy another Cisco product!!	0
199	"I called my router company (per Sonys instructions)Cisco Linksys to get the ports open, and they would open the ports needed...for $29.95 (or somewhere in that ballpark)."	0
200	The customer service is hard to understand (outsourced from another country I suspect).	0
201	"I suppose if you are a computer programmer this will be okay, you will know your way around, but if you are the average Jane you will be screwed."	0
202	I can pay $30 every time I need help after my first year or...buy another router.	0
203	I am using this router for 1.5 year and I have not any problem until now.	0
204	"I have tried many suggestions I found on Amazon as well as other forums, but to no avail."	0
205	Promotional software is helpful but is only a trial so what appears to be something special is actually extra.	0
206	Seems to need fewer occasional resets to keep it alive than most routers.	0
207	NOT happy with this product	0
208	"slower than my G router (also linksys)took forever to set up , and more than 2 hours on the phone with linksys finally working, and SLOWER than my old router"	0
209	Cons- It needs to be power cycled on occasion.	0
210	"When I notice things moving a little sluggishly, I reboot it, maybe every 3-4 months?"	0
211	You are better off with the free version because customer service is almost not there.	0
212	Unfortunately I ended up buying this router after reading the reviews on Amazon.	0
213	The router was running super slow via wifi.	0
214	With direct connect cable speed was OK but via WiFi it was unbelievably slow.	0
215	Unfortunately the router started dropping connections all the time.	0
216	This router is a piece of junk and to save your time and money....DO NOT BUY IT.	0
217	I personally find the time spent trying to fix this junk more valuable than the $ spent.	0
218	"Cisco tries to force  its software for management, not good to do that."	0
219	Wireless stability not good.	0
220	DO NOT BUY THIS PRODUCT	0
221	"I purchased one over a year ago and since last month, it started randomly dropping connections."	0
222	Very annoying.	0
223	"Customer Support tried to help out but, at the end they decided to send me an older version"	0
224	So KEEP AWAY from this product.- A very unhappy WRT160N v3 user.	0
225	This has to be by far the WORST product I ever purchased (next to Belkin) for a router...It drops wireless connections like Iron Man drops bad guys....very lousy range and signal strength...Bring back the antennas...How do you expect to get any range with no external antennas and 1/8th of a watt power??	0
226	NONE of them worked properly.	0
227	"First one died, second one was unstable."	0
228	Do not buy this item.	0
229	"I love the Router, I did not like the fact that when I bought it, It was not restored to the factory settings so I had to figure that out while having the previous owners password and username on there, After about an hour I figured it out, Works great for what I needed it for, I am running a laptop and a ps3, The Laptop is my media server for the ps3 and I have not had a problem with it, I do not know about running lots of things off of it but for what I needed it for I cant complain, And Especially when it came to the price, Cant beat it"	0
230	"This routers wireless performance is very bad: slow speed, dropped connection frequently."	0
231	"After one year, it is completely dead."	0
232	"When I contacted Linksys customer service, I was told its no longer supported."	0
233	"I usually use my laptop, few meters away from the router (same floor).But the wireless signals disconnect very often."	0
234	The wireless signal lasts possibly for few minutes in the worst situation.	0
235	Within four months time it stopped working.	0
236	When I contacted the customer support they told to upgrade the firm ware and asked to pay $30 for that.	0
237	"As the unit is all black, it is a little hard to see."	0
238	"I upgraded my firmware (v2.0.02) preloaded, with the v2.0.03 from the Linksys website, and it killed my router."	0
239	I was on the phone with CISCO/Linksys Support for almost an hour and could not connect to the router at all.	0
240	This router is HORRIBLE	0
241	"But do not try to transfer large files!For example, I have a few TIVOs in my house, and I transfer entire programs and movies from one TIVO to another (in another room).All works well for a few minutes, and then the router stalls."	0
242	It stops transferring packets	0
243	"If you are lucky, you might get the entire file transferred."	0
244	But do not hold your breath	0
245	Same problems.	0
246	So do yourself a favor and stay away from this router.	0
247	It is only good for a landfill.	0
248	I got slower download speeds from this router than when I bypassed it and connected directly through my dsl modem.	0
249	After about a year the thing started to fail.	0
250	"It was out of warranty by 4 (yes, four) days and they refused to do anything about it."	0
251	there is a reason this router has so many 1 star ratings.	0
252	"As for Ciscos customer service, its not really a service at all."	0
253	"Over several days trying to install the router (both on Mac and Windows) without ever getting to the point where the installation could find the router, I called Linksys tech support."	0
254	After two hours on the phone with a technician and providing access by the technician to my computer there was still no way that the router could be installed with the software provided with the router	0
255	"Disconnecting every 10 minutes, and I had to restart the router every time."	0
256	"The problem was solved for a year, then started again."	0
257	"I called them again, this time they asked for $15 to fix the problem."	0
258	"I rejected the offer, since I had to pay them $15 every year to fix the problem."	0
259	"This router is the worst router I had, I bought it for almost $100CAD, but it was not worth a penny.+ had a good range.- disc every 10 minute, you have to pay Cisco to get the instruction to solve the issue (they may resolve it for a year, then you have to contact them again, and again), too expensive"	0
260	"Not Recommended at all, since you have to spend money on it every year."	0
261	"However, I was getting Cannot connect to WRT160N with WPA errors on two separate Windows 7 laptop machines located within a very strong signal strength distance."	0
262	"I spent considerable time looking through the manufacturers support forum and found some complex instructions that had me changing beacon thresholds, fragmentation thresholds, and RTS thresholds."	0
263	"However, the connections would intermittently drop and then have trouble reconnecting"	0
264	"After a while, I gave up this WRT160N and purchased a cheaper device from a competitor."	0
265	"In summary, the Cisco-Linksys WRT160N was a waste of my time and money."	0
266	The big problem is with its DNS caching.	0
267	This was never fixed in the latest firmware and continues to be an issue	0
268	There is no way to configure the router not to set itself as the first DNS server when using DHCP.	0
269	Whats frustrating is that this has been a known issue for this router for many years and Linksys/Cisco do not appear to be willing to do anything about it	0
270	"There are better routers out there for similar money that wont have these same issues, though."	0
271	Linksys offers a 90 day warranty when others only offer a 30 day warranty and their quality control seems to be very good.	0
272	"Unfortunately it comes with an odd but very serious problem--ignored by Cisco--where it will randomly redirect your request to Facebook to MySpace, Google to Wikipedia, etc"	0
273	This router messes those up with regularity.	0
274	While its amusing at first--hey Facebook is now MySpace--this is a serious security issue.	0
275	If the router chooses to redirect Google to a site that looks just like Google--but is controlled by a third-party--you could enter your username and password into that third partys system.	0
276	The third party could then use those credentials to access your account.	0
277	Imagine if that happened with your Amazon account?	0
278	"Or your bank?There is a two-year old thread on Ciscos site about this, with no solution (Google WRT160N dns).This is unacceptable in a product from a major vendor."	0
279	"I made the mistake of buying this router, but you should not."	0
280	Do not buy this router.	0
281	Our problems began almost immediately.	0
282	"If we tried to connect a second laptop, the router would usually drop the the first connection."	0
283	Sometimes we would have to resort rebooting one or both computers.	0
284	"It made no difference how we attempted to configure the network, one or both computers connected wirelessly or through the wired ports, we could not count on having both machines connected to the internet through the router at the same time"	0
285	We experienced the same problem whenever anyone in our neighborhood turned on their network.	0
286	"Whenever a neighbor did that, our router immediately forgot who it was and what it was supposed to be doing, and required a power reset"	0
287	Quite often the router would not let my wife connect to her Facebook account.	0
288	"If we connected her machine to our cable modem directly, she would have no problems"	0
289	Watching online videos was another hit or miss proposition.	0
290	"Very often, we could watch 10 to 20 minutes of videos, before the router stopped functioning, and we would have to perform a power rest"	0
291	Customer support was problematic.	0
292	I have a hearing disability and understanding anyone with a heavy accent (read offshore) is very difficult	0
293	This is a router that never should have come to market	0
294	I strongly suggest you do not purchase this router and I would have strong reservations about purchasing any home or small business router made by Cisco.	0
295	But wireless is not so good.	0
296	"My main machine is wired, and connects just fine, but I have had nothing but trouble from this router when trying to connect laptops wirelessly -- three different laptops, three separate occasions -- even when using its installer via USB drive."	0
297	"Signal strength can be medium to poor, with the laptop only inches away from the router, and throughput is horrible."	0
298	"Before you purchase this item, please be aware that this router has been shown to redirect users to random websites (e"	0
299	I WOULD NOT buy this router unless you are prepared to invest time dealing with the inconvenience (and potential danger)arising from this redirection problem.	0
300	The specs should say the range of the router but this is where its not so good if you live in a two story house or a large single story one.	0
301	If I use my pc on the kitchen or further I notice my signal drops by half.	0
302	"As you can read, the range is not so good."	0
303	"And then, it began to have disconnection problem first once a day."	0
304	And the disconnection problem frequency increased every week.	0
305	Now it is more disconnected than it is connected to the web.	0
306	Every time the disconnection happens I have to unplug the power adapter from the power outlet and wait several minutes till its cool down	0
307	"If you are looking for a reliable router, I would definitely not recommend this one."	0
308	This is where things started to go wrong.	0
309	"However, when I connect through the Linksys WRT160N router, the connection speed degrades throughout the day to 4 Mps."	0
310	They did not offer to help me upgrade the firmware.	0
311	I am not sure I will stick with Linksys.	0
312	"SO, I follow the router CD installation instructions, attempted a network repair using their crummy software utility, disabled the software firewall on my PC, performed a firmware upgrade, did the DD-WRT thing as well, you name it, I tried it!"	0
313	"After about 3.5 hours, I was so put off, I took the router outside and put a hammer through it and proceeded to tossed it - in the garbage!"	0
314	Please do not waste your time and $$$ on this piece of junk.	0
315	My biggest complaint about the router is its advertised insistence that set-up was a piece of cake.	0
316	Nope it was not.	0
317	"It should have been, but was not."	0
318	Called Linksys/Cisco tech support -- the representative had no interest in really helping.	0
319	"The Linksys rep should have done what our network engineer friend did, but he either was not allowed to, did not know how to, or did not want to."	0
320	And that to me is very disconcerting.	0
321	Linksys support is nothing like it used to be.	0
322	"I managed to establish a wireless connection, but could not maintain it for any extended period of time."	0
323	It would even drop connection in the next room after a few minutes.	0
324	"This is where the nightmare began..My laptop (a 15 Macbook Pro from 2008; Ive never had problems connecting to any other wireless networks before) detected the network at full strength but refused to connect, and consistently displayed connection failed or connection timeout errors."	0
325	"I flashed DD-WRT onto the router, but that did not help anything."	0
326	"For reference, my laptop was sitting RIGHT NEXT TO THE ROUTER on my desk"	0
327	"At this point I was wondering if it was a problem with my laptop, so I borrowed a friends and tried connecting from there."	0
328	"At first, his laptop would not even detect the network from the next room."	0
329	"After moving it closer, it just gave the same error messages I was receiving."	0
330	"From my experience with the WRT-160Nv3, I conclude that it may make a decent network router if you plan on only using ethernet (for 50 bucks its hardly worth it), but it makes a downright terrible wireless router."	0
331	Seriously.. the wireless part did not even work.	0
332	"This was a major disappointment, as Ive had great experiences with all the Cisco/Linksys products Ive used in the past."	0
333	"Please, do not even consider buying this product unless you are a glutton for punishment."	0
334	"Linksys KNOWS the firmware inside is flawed, and they are not making any efforts to fix it."	0
335	You will have multiple sites that occasionally will not load.	0
336	You will have multiple sites that will be mysteriously re-directed to other pages.	0
337	The easy solution to these problems is to not buy this router.	0
338	"When I am able, I just bypass the router and let it sit unused."	0
339	its a good product but i wish it had a stronger out put or signal my netbook could reach better.	0
340	"Did all the instructions implied,but no success."	0
341	"Every once in a while I do have to unplug it for a quick reset though, because my computers wont be able to connect for some unknown reason."	0
342	"My regret comes in that I was hoping this would improve the speed of my network enough for streaming HD Netflix movies to my XBOX without interruption, which it alone does not."	0
343	"The speed now is good enough to broadcast HD, but interference causes it to adjust down to lower resolution."	0
344	Its a bit annoying	0
345	"It just randomly dropped the connection, and I mean in intervals of minutes or hours, not days, so I returned it."	0
346	"Be careful with N technology, it seems a bit buggy on the receiving end."	0
347	"If you want to stream HD and/or have more than basic surfing needs, probably best to pay for the dual band N routers for dedicated channels instead of this basic version."	0
348	This router has an issue where it does not resolve DNS correctly.	0
349	"I was a HUGE Linksys fan, but now I will avoiding them."	0
350	Could not get it working at all even after several calls to support.	0
351	It would never get an internet connection from my Comcast modem.	0
352	Ended up returning it and getting a Belkin from Costco with similar specs and it worked without any hitches.	0
353	The only (minor) criticism I have concerns the styling which means the router takes up more space than it should and cannot be stacked.	0
354	"I called your technical support line and spoke to someone, which was nearly impossible to understand, for over an hour."	0
355	He did not know what he was doing and at one point wanted me to PAY him to remote access my computer to install the router.	0
356	Obviously its not my fault that the required information needed to install the router was not included in the package so its not my responsibility to pay for services that would not have been required had the information been provided to me in the first place.	0
357	Finally I was able to get him to understand that I would install the router all I needed from him was the information not provided in the packaging.	0
358	Now 1 year later the router stops working.	0
359	No rhyme or reason just stops!	0
360	"Again I call customer support and now I am told that I am out of warranty so I will have to pay for technical support or go online, which is impossible due to the fact that the router is broken."	0
361	The women I spoke to was absolutely rude and repeatedly tried to pass the blame onto me.	0
362	Saying there must have been a power outage and if I would have used a surge protector...Which I do by the way and I havent had a power outage.	0
363	And if I had you are telling me that your products fail when there is an outage and now its my responsibility to pay to fix your defective equipment?	0
364	I told her I wanted to speak to a supervisor and was told that was not going to happen.	0
365	You need some changes to customer/technical support.	0
366	They clearly are not helping you maintain customers.	0
367	I am having trouble understanding how a router is working one day and just broken the next and clearly so does your staff as they repeatedly place blame on the consumer.	0
368	I have never been more frustrated and disappointed with a company.	0
369	I would not recommend this product or any other from this manufacturer.	0
370	Complete failure as far as your customer service and technical support are concerned.	0
371	This router works well... most of the time.	1
372	This is a great router and worked without hassle.	1
373	The software made it easy and it has the regular amount of control you would expect from a router now a days.	1
374	It works so well that I forgot about it.	1
375	I did not touch it for over a year and only then because I moved.	1
376	One of them worked perfectly and the other did not work at all and as they were purchased from an unauthorized dealer there was no warranty.	1
377	"After 1 month the working one still works great, but I had to purchase another of these routers to replace the broken one"	1
378	"This is the first time I have had an issue about an non-working product so I would not use that to deter your purchasing the item, because overall (if they work) they work very well"	1
379	A good item.	1
380	We hooked it up and it simplified all the cords and hookups on my computer.	1
381	Satisfied with this computer gadget.	1
382	I set this router up for a small business and it works great.	1
383	"Fast, secure, and reliable."	1
384	"easy install, so far it seems to be matching the performance that was described."	1
385	"Easy set-up simply put the disk in, follow directions, print the encryption code and connect!"	1
386	"The range is exceptional, especially in our large home with all the supported electronic devices (laptop, tablet, printers and PC)!"	1
387	This is a great router for the money.	1
388	I now use the older brother as a wireless bridge to my Linux cluster in the basement and my wife is very happy about not having a network cable running across the kitchen floor to the basement anymore.	1
389	"If you have problems with this router, return it and get a new one."	1
390	"When you make thousands of something, there is bound to be a few getting past QC with a flaw or two."	1
391	Just get your new one and enjoy.	1
392	It was a decent router while I had it.	1
393	Easy set-up and decent WiFi for my basic needs.	1
394	"It was great for computers, laptops, and printers, but other devices, not so much."	1
